こんにちは〜,aisatsu_hiru
今日は寒いね〜,zatsudan_tenki
こんにちは。これからよろしくお願いします。今日はいい天気で暖かいですね。,zatsudan_tenki
でも暖かすぎるせいか、眠いです。,zatsudan_tenki
今どの辺を飛んでる？,q_status_ichi
元気？,q_status_kibun
生きてる？,q_status_kibun
君のミッションは？？,q_01_mission
よろしくね！,aisatsu_aiduchi
いつ打ちあがった？,zatsudan_tanjobi
願い事がかなうといいな,kanso_ganbo
こんにちは,aisatsu_hiru
いまどこ？,q_status_ichi
寂しくない？,zatsudan_tomodachi
いつまで宇宙にいるの？,q_status_kikan
誕生日はいつ？,zatsudan_tanjobi
おはにちばんは,aisatsu_hiru
起きてる？,q_status_kibun
死んでる？,q_status_kibun
メッセージ読み上げて,q_01_mission
いまどっち向いてるの？,q_01_shisei
話し相手して,zatsudan_omikuji
なんのために宇宙に行ったの？,q_01_mission
地球が恋しい？,zatsudan_tomodachi
こんにちは！寒くなってきましたが宇宙は寒いですか。そちらはどんな景色ですか？,zatsudan_tenki
身長は？,q_01_shiyo
体重は？,q_01_shiyo
温度は？,q_status_ondo
こんにちは,aisatsu_hiru
こんにちは,aisatsu_hiru
疲れてますか？,q_status_kibun
Hello world!,aisatsu_hiru
いつも何食べてるの？,q_status_denryoku
宇宙から見る日食はキレイですか？,q_keshiki_tikyu
電圧は？,q_status_denryoku
こんにちは,aisatsu_hiru
メッセージ送りたいです,aisatsu_aiduchi
地球は青いですか？,q_keshiki_tikyu
いつ地球に帰ってくるの？,q_status_kikan
地球はどんな風に見える？,q_keshiki_tikyu
ここで一句！,aisatsu_joke
流れ星は見えますか？,q_keshiki_uchu
新年明けましておめでとう,aisatsu_hiru
新年の抱負は？,kanso_ganbo
オーロラは何色ですか？,q_keshiki_tikyu
生まれはどこ？,zatsudan_tanjobi
ISSの事どう思う？,zatsudan_tomodachi
一人は寂しいでしょう。,zatsudan_tomodachi
ボケが甘い！,aisatsu_aiduchi
ありがとうございます,aisatsu_aiduchi
意外とイケメンですね。,aisatsu_kantanshi
こんにちは,aisatsu_hiru
おはよう,aisatsu_asa
超楽しそう！,aisatsu_kantanshi
景色みたい,q_keshiki_tikyu
どんな景色？,q_keshiki_tikyu
どれくらいの時間で通信できるの？,q_01_tsushin
地球と衛星の距離は？,q_01_kido
何が見える？,q_keshiki_uchu
私も連れてってください！,aisatsu_aiduchi
宇宙はどうだい？,q_keshiki_uchu
近くに他の衛星ある？,zatsudan_tomodachi
好きな食べ物は？,q_konomi
好きな曲は？,q_konomi
好きな色は？,q_konomi
私の街見える？,q_keshiki_tikyu
宇宙人見えたら教えて,zatsudan_tomodachi
ナイス！,aisatsu_aiduchi
GJ！,aisatsu_eigo
塩対応キツ！,aisatsu_aiduchi
性別？,q_01_shiyo
宇宙はどんな感じ？,q_keshiki_uchu
宇宙飛行士とお友達ですか,zatsudan_tomodachi
好きです,aisatsu_aiduchi
最近フラれました(TT),aisatsu_aiduchi
何か面白い事ありませんか,aisatsu_joke
ちゃんとご飯を食べてますか？,q_status_denryoku
お腹減らない？,q_status_denryoku
お母ちゃんは、そんな子に育てた覚えはありません！,kanso_ikari
願い事を叶えてください,kanso_ganbo
バイバイ！,aisatsu_aiduchi
ハロー,aisatsu_hiru
こんにちは,aisatsu_hiru
さようなら,aisatsu_aiduchi
ひまー,zatsudan_omikuji
遊ぼうよ,zatsudan_omikuji
ここ見える？,q_keshiki_tikyu
今日は何するの？,q_01_mission
今日の天気教えて,zatsudan_tenki
明日の天気教えて,zatsudan_tenki
明日晴れるかな,zatsudan_tenki
今日は晴れるよね？,zatsudan_tenki
バッテリー充電残量どのくらい？,q_status_denryoku
明日雨降らないといいな,zatsudan_tenki
放射線は痛いですか,q_status_kibun
３時に起こして,zatsudan_jikan
通信状態はどう？,q_status_tsushin
何してるの？,q_01_mission
好きな食べ物は？,q_konomi
今日何食べようかな,q_status_denryoku
私も宇宙に行ってみたいな,kanso_ganbo
寒いの？,q_status_ondo
暑いの？,q_status_ondo
宇宙って真っ暗？,q_keshiki_uchu
地球見える？,q_keshiki_tikyu
金メダル、ゲット〜！,zatsudan_tomodachi
花火は見える？,q_keshiki_tikyu
負けた,zatsudan_tomodachi
慰めて,zatsudan_tomodachi
お金ほしい,zatsudan_omikuji
お金持ちになりたい,zatsudan_omikuji
はやく家に帰りたい,zatsudan_tomodachi
そっちはどう？,q_status_zenpan
疲れたー,kanso_oen
かわいいね,zatsudan_tomodachi
そっちは楽しい？,q_status_zenpan
寂しくないの？,q_status_zenpan
おはよう,aisatsu_asa
お金があったら、何が欲しい？,kanso_ganbo
地球は青い？,q_keshiki_tikyu
将来の夢は？,q_yume
目標はあるの？,q_01_mission
いつ帰ってくるの？,q_01_mission
得意な科目はなんですか？,q_konomi
特技を教えて,q_konomi
写真撮れた？,q_01_syashin
山,q_keshiki_tikyu
イエス,aisatsu_eigo
ノー,aisatsu_eigo
行きたいところはある？,q_yume
好きな映画は？,q_konomi
今の気分は？,q_status_kibun
宿題したくない,kanso_oen
好きな色は？,q_konomi
ご趣味は？,q_konomi
どこ飛んでますか？,q_01_kido
ロケットの乗り心地はいかが？,zatsudan_uchu_rocket
日本上空ですか？,q_status_ichi
海の上ですか？,q_status_ichi
がんばれー,kanso_oen
応援してます,kanso_oen
メッセージ入れました,kanso_oen
寒いですか？,q_status_ondo
熱いですか？,q_status_ondo
暗いですか？,q_status_zenpan
明るいですか？,q_status_zenpan
眩しいですか？,q_status_zenpan
月は見えますか？,q_keshiki_uchu
火星は見えますか？,q_keshiki_uchu
発電していますか？,q_status_denryoku
何が見えますか？,q_keshiki_uchu
地球は見えますか？,q_keshiki_tikyu
好きな衛星は？,q_konomi
おはよう,aisatsu_asa
おはようございます,aisatsu_asa
こんばんわ,aisatsu_yoru
こんばんは,aisatsu_yoru
好きな星座は？,q_konomi
今何歳なの？,zatsudan_tanjobi
気温はどれくらい？,q_status_ondo
地球の天気は見える？,q_keshiki_tikyu
英語喋れる？,aisatsu_eigo
あなたは誰？,q_rsp
お疲れ様です,kanso_oen
明けましておめでとうございます。,aisatsu_aiduchi
明日は部分日食があるね。,aisatsu_aiduchi
今日は天気もいいけど風もちょっと強い。,q_status_zenpan
今どこにいるの？,q_status_ichi
宇宙から見た地球ってどんな感じ？,q_keshiki_tikyu
夜景はきれいですか？,q_keshiki_tikyu
何か話して,aisatsu_joke
今日の一言をください,zatsudan_omikuji
誕生日は？,zatsudan_tanjobi
元気？,q_status_kibun
お元気？,q_status_kibun
おみくじひいた？,zatsudan_omikuji
大吉しかひいたことないわ,zatsudan_omikuji
今日のラッキーカラーは？,zatsudan_omikuji
晩御飯なににしようかな？,zatsudan_tomodachi
地球はどう見える？,q_keshiki_tikyu
お友達はいる？,zatsudan_tomodachi
電力はどうしてるの？,q_status_denryoku
寿命は？,q_status_kikan
悪いところはある？,q_status_kibun
好きなロケットは？,zatsudan_uchu_rocket
親はいる？,zatsudan_tomodachi
生まれ変わったら何になりたい？,q_yume
今日は天気がいいから、一時間近く外を歩いてきたよ。,zatsudan_tomodachi
そういえば君に名前はあるの？,q_01_mission
今何時？,zatsudan_jikan
どんな音楽が好き？,q_konomi
好きな色は？,q_konomi
願い事はいくつあるの？,q_01_mission
周回軌道は？,q_01_kido
疲れた、励まして！,zatsudan_tomodachi
お腹すいた？,q_status_denryoku
こんにちは,aisatsu_hiru
疲れたよパトラッシュ,aisatsu_aiduchi
星が綺麗？,q_keshiki_uchu
今どんな感じ？,q_status_kibun
なんでやねん！,zatsudan_tomodachi
地球は寒いよ,zatsudan_tenki
近くに誰かいる？,zatsudan_tomodachi
銀河鉄道は見える？,zatsudan_tomodachi
今何時？,zatsudan_jikan
はじめまして,aisatsu_aiduchi
リーマンサット最高ー！,kanso_home
まぶしい,zatsudan_tenki
眠いよ〜,zatsudan_tomodachi
こんばんは,aisatsu_yoru
おはよう,aisatsu_asa
仕事終わった,zatsudan_tomodachi
開発はつらかった？,q_rsp
うまく動いてる？,q_01_mission
夜景は見える？,q_keshiki_uchu
おーいブラジルの人,aisatsu_joke
今日は寒いね,q_status_ondo
私の写真撮って！,q_01_syashin
そのうちカーズは考えるのをやめた,aisatsu_aiduchi
寂しくない？,zatsudan_tomodachi
応援してます,kanso_oen
お茶飲んでホッとしたい,zatsudan_tomodachi
地球から見えるかな？,q_keshiki_tikyu
シズル感のある写真プリーズ,q_01_syashin
調子はどう？,q_status_kibun
今どこにおるん？,q_status_ichi
地球はきれいですか？,q_keshiki_tikyu
色から音を感じるのと、音から色を感じるの、どっちの方が得意？,zatsudan_tomodachi
